Test Name,FEN,Model,Persona,Raw Response,LLM Move,Best Move,Score Diff,Quality,Is Legal,Attack Metric,Defensive Metric
,1r3rk1/pn3ppp/8/1Pp1p3/P1PpP2P/3P1P2/4K2P/1R4R1 w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I see a forcing capture that checks the black king and wins material. <MOVE>Rxg7+</MOVE>,g1g7,g1g5,4,Mistake,True,13,-14
,1r3rk1/pn3ppp/8/1Pp1p3/P1PpP2P/3P1P2/4K2P/1R4R1 w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my king’s safety by stepping it back to a more secure square. <MOVE>Kd2</MOVE>,e2d2,g1g5,1,Best/Good,True,1,-19
,1r3rk1/pn3ppp/8/1Pp1p3/P1PpP2P/3P1P2/4K2P/1R4R1 w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can rip open White’s king by sacrificing the rook on f2 with a checking capture, forcing a decisive attack. <MOVE>Rxf2+</MOVE>",f5f2,c7c6,4,Mistake,True,12,-13
,1r3rk1/pn3ppp/8/1Pp1p3/P1PpP2P/3P1P2/4K2P/1R4R1 w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see an undefended black pawn on g7 that I can take with my rook. <MOVE>Rxg7+</MOVE>,g1g7,g1g5,4,Mistake,True,13,-14
,2rr2k1/pp3ppp/4pn2/8/2Pq1P2/1P1P1Q2/P4RPP/3R3K w - - 5 20,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I see a forcing capture that checks the black king and wins material. <MOVE>Rxg7+</MOVE>,g1g7,g1g5,4,Mistake,True,0,-17
,2rr2k1/pp3ppp/4pn2/8/2Pq1P2/1P1P1Q2/P4RPP/3R3K w - - 5 20,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve king safety by moving it out of the corner while keeping the position solid. <MOVE>Kg1</MOVE>,h1g1,d1e1,4,Mistake,True,0,-17
,2rr2k1/pp3ppp/4pn2/8/2Pq1P2/1P1P1Q2/P4RPP/3R3K w - - 5 20,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I want to launch a direct attack on the black king by threatening a queen sacrifice on h7 that would deliver check. <MOVE>Qh5</MOVE>,f3h5,d1e1,9,Blunder,True,7,-11
,2rr2k1/pp3ppp/4pn2/8/2Pq1P2/1P1P1Q2/P4RPP/3R3K w - - 5 20,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see an enemy pawn on b7 that isn’t defended, so I will take it. <MOVE>Qxb7</MOVE>",f3b7,a2a4,4,Mistake,True,14,-3
,r2r2k1/5ppp/1qp1p3/p1Np1n2/5PP1/P1P1P2P/1PQ5/R1B3K1 w - - 1 24,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I see a chance to win material by capturing the pawn on e6, which also attacks the rook on d8 and creates threats. <MOVE>Nxe6</MOVE>",c5e6,g4f5,0,Best/Good,True,8,-11
,r2r2k1/5ppp/1qp1p3/p1Np1n2/5PP1/P1P1P2P/1PQ5/R1B3K1 w - - 1 24,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve king safety by moving it to a safer square while keeping the position solid. <MOVE>Kh2</MOVE>,g1h2,c5e6,1,Best/Good,True,1,-19
,r2r2k1/5ppp/1qp1p3/p1Np1n2/5PP1/P1P1P2P/1PQ5/R1B3K1 w - - 1 24,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll grab the pawn on e6 with my knight, forking the black rook on d8 and creating strong pressure. <MOVE>Nxe6</MOVE>",c5e6,c5e6,0,Best/Good,True,8,-11
,r2r2k1/5ppp/1qp1p3/p1Np1n2/5PP1/P1P1P2P/1PQ5/R1B3K1 w - - 1 24,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see an enemy pawn on e6 that isn’t defended, so I will take it. <MOVE>Nxe6</MOVE>",c5e6,g4f5,0,Best/Good,True,8,-11
,rn1qk1nr/pbpp1pb1/1p2p1p1/7p/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I can win a central pawn by capturing the unprotected e5 pawn with my knight, improving material and increasing pressure. <MOVE>Nxe5</MOVE>",Nxe5,,,N/A,False,0,-27
,rn1qk1nr/pbpp1pb1/1p2p1p1/7p/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will develop my bishop to a safe square, reinforcing the centre and keeping my king well protected. <MOVE>Bd3</MOVE>",c4d3,c4d3,0,Best/Good,True,2,-35
,rn1qk1nr/pbpp1pb1/1p2p1p1/7p/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I want to bring a piece into the enemy camp and create immediate threats on f7 and h7, forcing Black to react. <MOVE>Ng5</MOVE>",f3g5,c1e3,1,Best/Good,True,12,-21
,rn1qk1nr/pbpp1pb1/1p2p1p1/7p/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 10,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a black pawn on e6 that I can take right now. <MOVE>Bxe6</MOVE>,c4e6,g2g3,2,Best/Good,True,8,-23
,2r5/p4pkp/4pbp1/2q5/B6P/1Pp3P1/P1Q2P2/3R2K1 w - - 0 32,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I can capture the hanging pawn on c3, removing a defender and simultaneously attacking the black queen. <MOVE>Qxc3</MOVE>",c2c3,c2e2,8,Mistake,True,3,-8
,2r5/p4pkp/4pbp1/2q5/B6P/1Pp3P1/P1Q2P2/3R2K1 w - - 0 32,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my piece coordination while keeping my king safe and protecting my vulnerable pawns. <MOVE>Rd2</MOVE>,d1d2,d1a1,4,Mistake,True,2,-12
,2r5/p4pkp/4pbp1/2q5/B6P/1Pp3P1/P1Q2P2/3R2K1 w - - 0 32,OpenRouter (openai/gpt-oss-120b:free),Aggressive,A direct queen sacrifice on g6 forces the king into the open and can lead to a crushing attack. <MOVE>Qxg6+</MOVE>,c2g6,g1f1,8,Mistake,True,9,-7
,2r5/p4pkp/4pbp1/2q5/B6P/1Pp3P1/P1Q2P2/3R2K1 w - - 0 32,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a black pawn I can take right away. <MOVE>Qxc3</MOVE>,c2c3,d1e1,8,Mistake,True,3,-8
,2r2k2/1p4p1/4p1p1/Pp1pbp2/nP6/4PK2/R1P5/2B2B2 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will capture the pawn on c2 to gain material and keep the pressure. <MOVE>Rxc2</MOVE>,c8c2,g6g5,4,Mistake,True,11,-10
,2r2k2/1p4p1/4p1p1/Pp1pbp2/nP6/4PK2/R1P5/2B2B2 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my back rank and keep the king safe by bringing the rook to d8. <MOVE>Rd8</MOVE>,c8d8,g6g5,2,Best/Good,True,2,-24
,2r2k2/1p4p1/4p1p1/Pp1pbp2/nP6/4PK2/R1P5/2B2B2 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll snatch the pawn on c2 with my rook, gaining material and opening lines toward the white king. <MOVE>Rxc2</MOVE>",c8c2,a4c3,4,Mistake,True,11,-10
,2r2k2/1p4p1/4p1p1/Pp1pbp2/nP6/4PK2/R1P5/2B2B2 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see an undefended white pawn on c2 that I can take immediately. <MOVE>Rxc2</MOVE>,c8c2,g6g5,4,Mistake,True,11,-10
,rn1q1rk1/pb3pbp/1p1ppnp1/2pP4/2P1P3/2NBBN1P/PP3PP1/R2Q1RK1 b - - 0 10,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will eliminate White's strong central pawn and simplify the position. <MOVE>Bxd5</MOVE>,b7d5,d8c7,1,Best/Good,True,3,-30
,rn1q1rk1/pb3pbp/1p1ppnp1/2pP4/2P1P3/2NBBN1P/PP3PP1/R2Q1RK1 b - - 0 10,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll develop a piece to reinforce my position and keep the king safe. <MOVE>Nbd7</MOVE>,b8d7,d8c8,1,Best/Good,True,1,-34
,rn1q1rk1/pb3pbp/1p1ppnp1/2pP4/2P1P3/2NBBN1P/PP3PP1/R2Q1RK1 b - - 0 10,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I want to activate my knight and create immediate threats against White’s king side, especially targeting the e3 bishop and h2 pawn. <MOVE>Ng4</MOVE>",f6g4,f6e8,2,Best/Good,True,7,-24
,rn1q1rk1/pb3pbp/1p1ppnp1/2pP4/2P1P3/2NBBN1P/PP3PP1/R2Q1RK1 b - - 0 10,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a white pawn I can take right now. <MOVE>Nxe4</MOVE>,f6e4,f6d7,1,Best/Good,True,11,-24
,r1b2rk1/pp1pqppp/3b4/2p5/3Pn3/3BPQ2/PPP3PP/R1B2RK1 b - - 3 13,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to address the immediate threat to my knight on e4 while improving its position and adding pressure on White’s center. <MOVE>Nf6</MOVE>,e4f6,e7h4,1,Best/Good,True,2,-20
,r1b2rk1/pp1pqppp/3b4/2p5/3Pn3/3BPQ2/PPP3PP/R1B2RK1 b - - 3 13,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll reinforce the back rank and keep my pieces coordinated while avoiding any unnecessary complications. <MOVE>Rd8</MOVE>,f8d8,c5d4,1,Best/Good,True,0,-24
,r1b2rk1/pp1pqppp/3b4/2p5/3Pn3/3BPQ2/PPP3PP/R1B2RK1 b - - 3 13,OpenRouter (openai/gpt-oss-120b:free),Aggressive,A bold bishop sacrifice on h2 opens lines to the white king and forces a dangerous attack. <MOVE>Bxh2+</MOVE>,d6h2,c5d4,0,Best/Good,True,13,-27
,r1b2rk1/pp1pqppp/3b4/2p5/3Pn3/3BPQ2/PPP3PP/R1B2RK1 b - - 3 13,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no opponent piece I can take right now, so I’ll just make a simple move. <MOVE>Qe8</MOVE>",e7e8,e4g5,1,Best/Good,True,0,-24
,3rkr2/pB5N/7p/2b1pp2/3n2p1/2N3P1/PPP4P/2KR3R b - - 1 18,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to get my rook out of the knight’s attack while also putting pressure on that invading white knight. <MOVE>Rf7</MOVE>,f8f7,f8f7,0,Best/Good,True,6,-9
,3rkr2/pB5N/7p/2b1pp2/3n2p1/2N3P1/PPP4P/2KR3R b - - 1 18,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will move my king to a safer square, removing it from potential tactics and keeping my rook defended. <MOVE>Kf7</MOVE>",e8f7,f8f7,3,Mistake,True,1,-17
,3rkr2/pB5N/7p/2b1pp2/3n2p1/2N3P1/PPP4P/2KR3R b - - 1 18,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll jump the knight into b5 to hit the white knight on c3 and increase pressure on the centre while eyeing future tactics. <MOVE>Nb5</MOVE>,d4b5,f8f7,3,Mistake,True,3,-13
,3rkr2/pB5N/7p/2b1pp2/3n2p1/2N3P1/PPP4P/2KR3R b - - 1 18,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see an undefended white piece I can take right now, so I will capture it. <MOVE>Nxc2</MOVE>",d4c2,f8f7,2,Best/Good,True,13,-16
,8/p1p3pp/8/1p3k2/2Np4/PP1P1K2/2P3PP/8 b - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I should eliminate the active white knight that threatens key squares and improve my pawn structure. <MOVE>bxc4</MOVE>,b5c4,b5c4,0,Best/Good,True,11,-2
,8/p1p3pp/8/1p3k2/2Np4/PP1P1K2/2P3PP/8 b - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will capture the hanging white knight to improve material while keeping my king safe. <MOVE>bxc4</MOVE>,b5c4,b5c4,0,Best/Good,True,11,-2
,8/p1p3pp/8/1p3k2/2Np4/PP1P1K2/2P3PP/8 b - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Aggressive,Capturing the knight on c4 wins material and opens lines toward the white king. <MOVE>bxc4</MOVE>,b5c4,b5c4,0,Best/Good,True,11,-2
,8/p1p3pp/8/1p3k2/2Np4/PP1P1K2/2P3PP/8 b - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white knight on c4 is hanging, so I will take it with my pawn. <MOVE>bxc4</MOVE>",b5c4,b5c4,0,Best/Good,True,11,-2
,r1b2rk1/2p2p1p/1p4p1/3N4/p7/4P3/PPP3PP/R4RK1 w - - 1 20,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I see a forcing check that forces the black king to move, gaining a tempo and keeping pressure. <MOVE>Nf6+</MOVE>",d5f6,d5c7,1,Best/Good,True,19,-16
,r1b2rk1/2p2p1p/1p4p1/3N4/p7/4P3/PPP3PP/R4RK1 w - - 1 20,OpenRouter (openai/gpt-oss-120b:free),Defensive,A checking move that keeps my position solid and forces the black king to react without creating weaknesses. <MOVE>Nf6+</MOVE>,d5f6,d5c7,1,Best/Good,True,19,-16
,r1b2rk1/2p2p1p/1p4p1/3N4/p7/4P3/PPP3PP/R4RK1 w - - 1 20,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll grab the pawn on c7, hitting the rook on a8 and keeping the pressure on Black’s king side. <MOVE>Nxc7</MOVE>",d5c7,d5c7,0,Best/Good,True,15,-8
,r1b2rk1/2p2p1p/1p4p1/3N4/p7/4P3/PPP3PP/R4RK1 w - - 1 20,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the black pawn on c7 is hanging, so I must take it. <MOVE>Nxc7</MOVE>",d5c7,d5c7,0,Best/Good,True,15,-8
